step,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,action_vx,action_vy,action_vz,action_yaw_rate,nearest_obs_dist
64,-0.021600962526902297,5.2451060469960815,0.7975687742748668,-1.9756358602668989,1.807403268671888,0.3161733042157947,0.5113675490122472,0.289812808305068,1.097542982971465,-0.17944729328155518,1.4970965385437012,-0.10896431654691696,-1.408778429031372,1.2220895599958985
65,-0.11528490361123095,5.335100139023261,0.8066569534525948,-1.7679271806898917,1.7938987038556935,0.08188961797082006,0.6576433776625702,0.3430457089767531,1.1737365009607303,-0.12969034910202026,1.4983556270599365,0.7903944253921509,-0.9106813073158264,1.094863455407857
66,-0.19387836044049858,5.424634117186875,0.8076256048619911,-1.3743198861781258,1.7893859832631607,-0.008235632280584515,0.7108644904431585,0.37521941582099233,1.1888233311476393,1.4997825622558594,1.499834656715393,-0.33605480194091797,-1.4084076881408691,0.9767832706633733
67,-0.25089750916629594,5.514015202397817,0.8054650280233983,-0.9609140884721459,1.7863531276248399,-0.08750518774528364,0.6790922096335428,0.3558271530400075,1.203461226824813,1.2278575897216797,1.2057546377182007,0.9749045372009277,0.0809035524725914,0.8707740160503669
68,-0.2876402229552022,5.603598120070935,0.8002331140077049,-0.5267516794063514,1.7987803863444085,-0.08655236910475567,0.5982659657583448,0.3066283425898737,1.2100152635706871,1.4426788091659546,1.4605426788330078,-0.23707666993141174,-0.04721303656697273,0.7759081830963862
69,-0.3032295164044521,5.6938501183373065,0.7967734649870697,-0.15639498522970147,1.809047483443056,-0.07951559711577427,0.5541723212248642,0.27154761667177985,1.2285730037787077,1.491217851638794,0.702160120010376,-0.3729897737503052,-1.3835705518722534,0.6933090405277808
70,-0.3040141957248512,5.7844915247796305,0.7895852901437781,0.09153756470405841,1.8145501689812913,-0.2156050851637917,0.5826364068091172,0.2418807463814488,1.25155219317568,1.5000001192092896,-0.6179176568984985,0.9024521112442017,-1.2093144655227661,0.6214820268472053
71,-0.29141387752470815,5.874919093862701,0.7766031608006729,0.41367397196083394,1.7966832450094892,-0.2619271837955757,0.6072296662394697,0.15796890784290152,1.2471853152597911,1.4999995231628418,0.1999697983264923,-0.6069203019142151,-1.0124834775924683,0.5625823915944258
72,-0.26171349501201513,5.963258196513985,0.7631658221791802,0.727869166902933,1.7357982552061595,-0.2966150797077297,0.6206817211085643,0.04720311177850407,1.217843214888159,1.4989120960235596,0.3057539761066437,0.9888060092926025,-1.0472538471221924,0.5239141145019413
73,-0.2165167542394881,6.046674906722883,0.7480740303163614,1.0712044288731417,1.5939786717580389,-0.2782203457273948,0.6372106741945365,-0.039328734458691714,1.1702225884301996,1.5,0.8171274662017822,0.9963915348052979,-1.4999102354049683,0.5097228640225591
74,-0.15250017428004065,6.120523123835968,0.7375191576748097,1.4510792748459682,1.3710860017823625,-0.14506331736291986,0.5630628764318361,-0.07647820290581774,1.1094750284080417,1.4999955892562866,1.4961117506027222,-0.9944993257522583,-0.23911438882350922,0.5273581906306866
75,-0.07292048469066048,6.183902575283013,0.7315272913211912,1.6804370245735927,1.1967000764932034,-0.13597243464001846,0.44148236622254877,-0.05527002867110362,1.0428427348186524,1.368255615234375,1.4932689666748047,-0.09219513833522797,-1.4914737939834595,0.5738996422738442
76,0.014829423662949348,6.24054100418652,0.7230494822964804,1.8107979909734215,1.0847576910080519,-0.18886381409746936,0.2742738788415544,0.0013869889898434316,0.9642640574192399,1.1137430667877197,1.4998419284820557,-0.7908183336257935,-1.4499903917312622,0.6388196474358612
77,0.10724867881554215,6.293218954359073,0.711202557562391,1.8678966734155562,1.0387430486442526,-0.2965249908099112,0.05245972086203909,0.05867821955464824,0.8539554824340282,-0.8842901587486267,1.4884092807769775,0.10938354581594467,-1.0772336721420288,0.7156415638780501
78,0.20082489199507145,6.345668315017155,0.6965763303316165,1.86338013679996,1.0727390781170694,-0.24229282822787898,-0.15226185645891088,0.055669029280591885,0.76643443722451,-0.32465851306915283,1.4984630346298218,0.8555198311805725,0.9605957269668579,0.7984962735588902
79,0.29195886221050493,6.402392651188773,0.6904230067931931,1.7769005374056053,1.1983020124495078,-0.009817554414266572,-0.2678499014685111,0.03233443358899112,0.7060188287959049,-0.6000921130180359,1.4986522197723389,0.9952301979064941,-1.1130014657974243,0.8823902400029614
80,0.37706696898171166,6.467055410618133,0.6972510875799809,1.6320514668621193,1.3789687275158014,0.26233044822689705,-0.3265525125198012,-0.00226314855257689,0.6525562691966016,1.090617299079895,1.371659755706787,0.9255597591400146,-0.8586578369140625,0.9634610217301612
81,0.4539217107021927,6.5412726954069775,0.7177465887349387,1.4523272230992503,1.5717743449373702,0.5353165798705749,-0.3288083484698878,-0.05782844329750803,0.6074500187578128,-0.09628529846668243,1.4583594799041748,0.6279364228248596,0.21542522311210632,1.0400243327182697
82,0.5216837766087434,6.624017363493091,0.749463277460715,1.274089972152377,1.7174095146660708,0.6963774672420505,-0.3318197911911573,-0.12127892813228286,0.5853167855069963,1.4918221235275269,1.495383381843567,-0.8433969020843506,-1.4852126836776733,1.112039767864422
83,0.5812034160165825,6.71241328123375,0.7838339694104302,1.1280829503725052,1.800794106555659,0.6395425187035005,-0.34605278396512,-0.18068472891806409,0.5767191866047626,0.5006079077720642,1.4969582557678223,0.670243501663208,-1.4688785076141357,1.1807904581173725
84,0.633055098801583,6.80462662077313,0.8147669139820258,0.9475092835394998,1.8864050320103565,0.6388183037187968,-0.3091223168291107,-0.1917945290239772,0.5457867353580733,0.30045345425605774,1.4991050958633423,0.32684725522994995,-0.012556355446577072,1.246940161478713
85,0.6758935136379485,6.900872930060439,0.8466317456524985,0.792117767547634,1.9493210184331138,0.6028813545987205,-0.27008375410751023,-0.2171132840226555,0.5137512235016515,-0.2260027676820755,1.499766230583191,-0.118662029504776,-1.217930793762207,1.309467463180014
86,0.7123527801971768,6.999153487550086,0.872179459370515,0.6771564964271652,1.9762170016063088,0.4204708336667778,-0.27524876176960855,-0.30335032628894826,0.5035712519659044,0.424934446811676,1.4997426271438599,0.44949790835380554,0.5153935551643372,1.3707176073526193
87,0.7414495743583904,7.09867877877936,0.8903949675290922,0.48166523912985987,2.0032731662881704,0.3495059665436145,-0.2559497837841593,-0.3804584261256918,0.4798795123563336,-0.6354123950004578,1.497829556465149,0.6097214221954346,-0.26228100061416626,1.4295767189643795
88,0.757874632200648,7.199286054838922,0.9103918506539649,0.19087403103374248,2.014919633925075,0.4676091558927876,-0.1850230053911934,-0.3686228888438937,0.45714806974725875,-0.9682533740997314,1.3842697143554688,-0.05388806760311127,-1.2573342323303223,1.4726460254720157
89,0.7611574663766022,7.299755958043653,0.9355052504493955,-0.017551107879142318,2.002342263404626,0.4956654775793115,-0.11329676905527679,-0.30957461903656086,0.42223846388575575,-0.5191414952278137,1.4996130466461182,-0.5367265343666077,-0.11870811879634857,1.4538608422392236
90,0.7569815262359547,7.399279498816495,0.9568355537432783,-0.13208269612509102,1.9800570160905895,0.3499948368307023,-0.09100841394584165,-0.3102908123955213,0.39557020070788623,-1.2643115520477295,1.4999459981918335,0.9988367557525635,0.7490523457527161,1.4336992824460024
91,0.7463546493035547,7.497565575505154,0.9728983655654118,-0.2968691547819883,1.9527756562843213,0.3405710458274606,-0.10264396139471657,-0.3209251040843929,0.39286892116651434,-1.4981746673583984,1.4994430541992188,0.11069552600383759,1.43217134475708,1.4130206022155893
92,0.7268688908664565,7.594550283048522,0.9899032092984698,-0.45870799920050825,1.9300256555555382,0.3065529749869018,-0.13502827491779812,-0.35471751894416,0.41993758537018677,-0.03495218977332115,1.4049134254455566,0.4562602937221527,-0.08782222867012024,1.389299066420173
93,0.698856972129692,7.690478069041957,1.0044094877445922,-0.6605919373905157,1.907142671679676,0.3032030173508762,-0.13532148736065946,-0.3838385882216654,0.439531224913137,-0.9231840372085571,1.4463207721710205,-0.7854300141334534,-0.12020305544137955,1.362829407822101
94,0.6606219596135776,7.784989111140471,1.018964058776324,-0.837340377948982,1.8766770895627147,0.2523065388948251,-0.12013901122719016,-0.3420324740740514,0.45097473071773203,-0.35298657417297363,1.4963743686676025,0.987096905708313,1.0828168392181396,1.3320108850726202
95,0.6143646344733436,7.8780631685252756,1.0308917337521053,-1.0054088417107863,1.8486796262935035,0.2619135524126648,-0.10384306400969533,-0.25939008773215355,0.46682963203015454,-1.1800248622894287,1.4940600395202637,0.6555712819099426,0.6198662519454956,1.299251595483473
96,0.5595823536110891,7.969852568101854,1.048942575222522,-1.1654758744416043,1.8266481130893035,0.46722355978510766,-0.08121501468377566,-0.16026455112040325,0.48965815363411125,-1.1828153133392334,1.4742517471313477,-0.4011284112930298,0.7045668363571167,1.2644514723489568
97,0.49875590157582605,8.060862968184805,1.0751675467665234,-1.2474088721169048,1.8161620512809658,0.5240480474199738,-0.08448295926216565,-0.11365981244785815,0.5233220607755729,0.18602383136749268,1.4890072345733643,-0.05646868050098419,-0.7489656209945679,1.230704310912817
98,0.4353169074149457,8.151567525768947,1.0973897823791219,-1.2824554703640194,1.8133206376842774,0.3551476278778842,-0.09397845110116215,-0.061246365030631585,0.5560498964070811,0.7645968794822693,1.4959074258804321,-0.9869985580444336,-0.6099410653114319,1.202071411357466
99,0.37087392805561714,8.242268523292546,1.1085147442928984,-1.2902617163408046,1.815234419074877,0.10641374808225518,-0.057230648527320446,0.040890731856080595,0.5887860021632657,-0.263563871383667,1.4777722358703613,0.014718400314450264,-1.2355856895446777,1.1807379940776406
100,0.30699075770963674,8.333501441306561,1.111010984841628,-1.2564944990873712,1.8364730297011023,0.0420101119116141,0.015842866278325634,0.15892381081101473,0.6270441086320488,0.6000259518623352,1.4999945163726807,0.9945679903030396,-0.41284799575805664,1.168796643479399
101,0.2470423955620861,8.42631357393959,1.115846121158268,-1.1362574536064247,1.8751619331330815,0.16908109278592343,0.07422972600585241,0.23013964956196925,0.6470616874356937,-0.6895815134048462,1.4179273843765259,0.6124749779701233,-0.017980819568037987,1.1698697954966946
102,0.1951332048470617,8.521204924064486,1.1302738950606768,-0.949451691352733,1.9149946729652119,0.3952872008929681,0.11177655416165183,0.23788681532308822,0.6611478295010389,-0.6530084013938904,1.4999079704284668,-0.6596009135246277,-1.3445465564727783,1.1871966016894382
103,0.1517757234941687,8.617479609864189,1.1520521204120573,-0.8128010039744772,1.9309251935002927,0.4192370574184992,0.09460933711017613,0.20359761930266904,0.6585957239891743,-0.7295999526977539,1.4007545709609985,-0.15471205115318298,0.01914389245212078,1.2196127719666652
104,0.1130787055857142,8.714100621172296,1.1684492800142512,-0.74847737024736,1.9317803813540195,0.2338457212915418,0.06370056213248183,0.11557090687454312,0.6516412596103475,-1.2289689779281616,1.4997053146362305,-0.26208555698394775,1.1776875257492065,1.2622673987466864
105,0.07648401594580219,8.810451954628071,1.1734899776426848,-0.7225955075304834,1.9219285596649205,-0.015286953958971044,0.014215067727246714,0.003283027946235842,0.6691384508803957,-0.9742376804351807,1.466741919517517,-0.6539099812507629,0.12398847937583923,1.3119365157363718
